volatile acidity,citric acid,chlorides,density,pH,sulphates,alcohol,SugarFraction,Sulfur,Acidity,quality
0.34,0.49,0.078,0.9992,3.19,0.7,10.0,3.202562049639712,0.2564102564102564,3.322884012539185,6
0.27,0.49,0.079,0.9993,3.2,0.8,10.2,3.102171520064045,0.6086956521739131,3.84375,6
0.5,0.24,0.103,0.9978,3.34,0.52,10.0,2.3050711565443973,0.42857142857142855,2.9640718562874255,4
0.44,0.49,0.083,0.9982,3.3,0.6,9.5,2.805049088359046,0.16216216216216217,2.666666666666667,5
0.47,0.49,0.085,0.9982,3.29,0.6,9.8,2.905229412943298,0.15454545454545454,2.6747720364741645,5
0.31,0.49,0.063,0.9976,3.14,0.51,9.8,2.2052927024859663,0.45,3.3757961783439487,6
0.5,0.49,0.089,1.0002,3.19,0.44,9.6,2.1995600879824035,0.35714285714285715,3.8557993730407527,5
0.49,0.49,0.083,1.0,3.19,0.43,9.2,2.2,0.3333333333333333,3.6677115987460813,5
0.28,0.49,0.074,0.9976,2.98,0.66,9.9,1.904570970328789,0.47619047619047616,4.026845637583893,7
0.33,0.49,0.093,1.0002,3.3,0.76,10.7,3.3993201359728054,0.675,3.575757575757576,7
0.51,0.24,0.091,0.998,3.47,0.66,9.6,2.4048096192384767,0.21052631578947367,2.190201729106628,6
0.31,0.49,0.094,0.9986,3.12,1.02,10.6,2.703785299419187,0.3404255319148936,3.5576923076923075,7
0.73,0.24,0.108,0.9967,3.26,0.59,9.3,1.906290759506371,0.17647058823529413,2.2392638036809815,5
0.42,0.24,0.06,0.9917,3.72,0.74,14.0,2.0167389331451044,0.38,1.3440860215053763,8
0.29,0.49,0.059,0.9976,3.05,0.74,10.5,2.6062550120288694,0.38461538461538464,3.3442622950819674,7
0.45,0.49,0.084,0.9987,3.35,0.57,9.7,2.6033843997196353,0.28,2.6865671641791042,5
0.39,0.49,0.07,0.9922,3.12,0.5,11.5,1.7133642410804273,0.15436241610738255,2.1153846153846154,6
0.49,0.58,0.094,1.0004,3.29,0.58,9.0,3.4986005597760896,0.20930232558139536,3.009118541033435,5
0.72,0.17,0.096,0.9978,3.4,0.53,9.5,2.605732611745841,0.5263157894736842,2.323529411764706,5
0.595,0.41,0.086,0.9998,3.27,0.57,9.3,7.901580316063213,0.27522935779816515,2.7217125382262997,5
0.4,0.51,0.059,0.9994,3.04,0.6,9.3,2.0012007204322595,0.25,4.078947368421053,6
0.58,0.58,0.071,0.998,3.09,0.63,10.0,1.9038076152304608,0.2777777777777778,3.8511326860841426,6
0.585,0.18,0.078,0.9967,3.2,0.48,9.8,2.106952944717568,0.16666666666666666,2.65625,6
0.59,0.45,0.082,1.0,3.0,0.7,9.3,2.3,0.5,4.233333333333333,6
0.915,0.27,0.088,0.9962,3.26,0.47,10.0,2.108010439670749,0.30434782608695654,2.5153374233128836,4
0.46,0.52,0.071,1.0006,3.1,0.56,9.0,2.1986807915250854,0.34285714285714286,4.258064516129032,6
0.835,0.0,0.081,0.9975,3.3,0.52,9.3,2.606516290726817,0.42857142857142855,2.3333333333333335,5
0.58,0.13,0.096,0.9984,3.17,0.62,9.1,2.904647435897436,0.2222222222222222,2.6182965299684544,6
0.6,0.13,0.085,0.9984,3.31,0.59,9.2,2.604166666666667,0.25,2.5075528700906347,6
0.41,0.48,0.072,0.9973,3.34,0.79,12.2,4.612453624786925,0.5,2.81437125748503,7
0.48,0.41,0.092,0.9982,3.31,0.53,10.5,3.3059507112803046,0.5,2.6586102719033233,6
0.65,0.37,0.11,1.0026,3.32,0.64,10.4,5.086774386594853,0.16923076923076924,3.0421686746987953,6
0.36,0.19,0.075,0.9956,3.56,0.52,12.7,3.2141422257934913,0.38461538461538464,1.7696629213483146,6
0.24,0.54,0.083,0.9983,3.39,0.54,9.2,2.504257237303416,0.43859649122807015,2.5958702064896757,5
0.38,0.55,0.081,1.0006,2.98,0.54,9.4,2.69838097141715,0.3125,4.429530201342281,5
0.64,0.0,0.077,0.9965,3.32,0.6,10.0,2.4084295032614147,0.6206896551724138,2.2590361445783134,6
0.39,0.38,0.058,0.9962,3.26,0.74,9.8,1.5057217426219636,0.3448275862068966,2.5153374233128836,5
0.755,0.18,0.148,0.9969,2.87,1.36,10.2,2.2068412077440067,0.0970873786407767,3.2055749128919855,6
0.6,0.5,0.079,0.9997,3.5,0.57,9.7,2.3006902070621185,0.39436619718309857,2.742857142857143,5
0.31,0.51,0.079,0.9982,3.03,0.93,9.8,2.2039671408535364,0.5,3.795379537953796,6
0.46,0.5,0.122,1.0006,3.13,0.7,10.2,2.69838097141715,0.23529411764705882,3.6421725239616616,5
0.37,0.41,0.088,0.9988,3.09,0.8,9.3,2.302763315979175,0.375,3.6569579288025893,5
0.54,0.24,0.076,0.9976,3.27,0.61,9.4,3.408179631114675,0.14285714285714285,2.53822629969419,5
0.56,0.23,0.078,0.9976,3.28,0.62,9.4,3.408179631114675,0.1346153846153846,2.5,5
0.58,0.22,0.08,0.9974,3.13,0.55,9.5,1.9049528774814517,0.28125,3.194888178913738,5
0.51,0.25,0.077,0.9974,3.49,0.96,12.1,2.9075596551032685,0.4666666666666667,2.2636103151862463,6
0.69,0.0,0.124,0.9997,3.46,0.72,10.2,5.601680504151245,0.3620689655172414,1.9653179190751444,5
0.6,0.29,0.098,0.9988,3.36,0.49,9.1,2.2026431718061676,0.3333333333333333,2.6190476190476195,5
0.54,0.26,0.097,0.9976,3.27,0.6,9.3,2.506014434643143,0.22580645161290322,2.660550458715596,6
0.685,0.23,0.111,0.9964,3.21,0.61,9.3,2.3083099156965075,0.23809523809523808,2.367601246105919,5
0.28,0.54,0.105,0.9988,3.25,0.63,9.5,2.7032438926712055,0.2631578947368421,3.2,5
0.41,0.14,0.087,0.9964,3.32,0.57,10.5,3.0108390204737057,0.4883720930232558,2.289156626506024,6
0.935,0.22,0.105,1.001,3.43,0.64,11.3,3.396603396603397,0.12790697674418605,2.944606413994169,4
0.35,0.21,0.073,0.9964,3.27,0.58,9.5,1.90686471296668,0.45098039215686275,2.4159021406727827,5
0.84,0.0,0.065,0.9954,3.27,0.55,9.7,1.4064697609001406,0.7272727272727273,2.660550458715596,5
0.88,0.28,0.086,0.9979,3.24,0.53,9.4,2.4050506062731736,0.20408163265306123,2.962962962962963,5
0.885,0.27,0.084,0.9978,3.24,0.53,9.4,2.3050711565443973,0.21379310344827587,2.9320987654320985,5
0.915,0.12,0.143,0.9964,3.35,0.65,10.2,2.207948615014051,0.30434782608695654,2.298507462686567,7
0.29,0.35,0.067,0.997,3.18,1.36,10.3,1.905717151454363,0.43859649122807015,2.79874213836478,6
0.54,0.45,0.071,0.9991,3.39,0.62,9.4,2.30207186467821,0.4,2.920353982300885,5
0.59,0.44,0.071,0.9992,3.46,0.63,9.5,2.3018414731785426,0.3088235294117647,2.745664739884393,5
0.64,0.1,0.115,0.9984,3.37,0.69,10.1,6.009615384615385,0.45454545454545453,2.314540059347181,7
0.67,0.05,0.107,0.9972,3.4,0.63,10.1,3.6101083032490977,0.3,2.1470588235294117,5
0.845,0.01,0.07,0.9967,3.32,0.58,11.0,2.2072840373231664,0.35714285714285715,2.5000000000000004,4
0.48,0.3,0.066,0.9964,3.33,0.67,11.2,2.8101164191087915,0.35714285714285715,2.612612612612612,7
0.42,0.27,0.068,0.9948,3.16,0.57,11.3,8.644953759549658,0.16216216216216217,2.120253164556962,6
0.43,0.39,0.106,0.9986,2.89,0.5,9.6,2.2030843180452635,0.25,3.702422145328719,5
0.88,0.25,0.104,1.001,3.41,0.67,11.2,2.4975024975024978,0.22580645161290322,2.873900293255132,5
0.36,0.65,0.096,0.9976,2.98,0.84,14.9,7.5180433039294305,0.30985915492957744,5.3355704697986575,5
0.33,0.59,0.079,0.9976,3.12,0.54,12.0,2.8067361668003206,0.3,3.0128205128205128,6
0.47,0.47,0.074,0.9979,3.08,0.46,9.5,2.4050506062731736,0.2413793103448276,2.792207792207792,5
0.55,0.17,0.087,1.0004,3.14,0.61,9.4,2.8988404638144742,0.37735849056603776,3.0891719745222925,5
0.5,0.59,0.073,0.998,2.92,0.68,10.5,1.4028056112224447,0.5476190476190477,4.109589041095891,7
0.52,0.07,0.074,0.9973,3.32,0.81,9.6,1.403790233630803,0.25,2.168674698795181,6
0.84,0.02,0.096,0.997,3.41,0.57,11.0,4.413239719157473,0.38461538461538464,2.0821114369501466,4
0.42,0.31,0.08,0.9978,3.31,0.64,9.0,1.6035277610743637,0.35714285714285715,2.2658610271903323,5
0.57,0.06,0.076,0.9972,3.36,0.7,9.6,1.6044925792218212,0.3333333333333333,2.142857142857143,6
0.28,0.46,0.05,0.9974,3.04,0.79,10.2,1.8046921997192702,0.38461538461538464,3.3223684210526314,6
0.4,0.52,0.092,1.0,3.03,0.66,10.2,2.0,0.2777777777777778,3.9933993399339935,5
0.59,0.14,0.084,0.9981,3.14,0.56,9.7,2.003807233744114,0.5208333333333334,2.9936305732484074,5
0.49,0.36,0.222,0.998,3.18,0.6,9.5,1.8036072144288577,0.375,2.610062893081761,6
0.34,0.45,0.082,0.9988,2.94,0.66,9.2,2.002402883460152,0.4,3.843537414965987,6
0.73,0.43,0.059,0.9966,3.15,0.57,11.0,2.3078466787076057,0.4838709677419355,3.174603174603175,5
0.4,0.24,0.083,0.9959,3.26,0.58,10.0,2.5102921980118484,0.6666666666666666,2.1165644171779143,5
0.73,0.21,0.074,0.9968,3.2,0.52,9.5,1.7054574638844302,0.38461538461538464,2.5624999999999996,5
1.24,0.34,0.079,0.998,3.15,0.53,9.5,2.004008016032064,0.2119205298013245,3.1111111111111116,5
0.4,0.41,0.084,0.9984,3.08,0.67,9.3,2.2035256410256414,0.4117647058823529,3.5064935064935066,6
0.41,0.39,0.064,0.9984,3.26,0.65,10.2,2.2035256410256414,0.3870967741935484,2.8527607361963194,5
0.8,0.11,0.084,0.9979,3.4,0.48,9.9,2.3048401643451246,0.3870967741935484,2.5294117647058822,5
0.78,0.1,0.081,0.9983,3.48,0.53,10.0,2.604427526795553,0.5172413793103449,2.385057471264368,5
0.26,0.45,0.06,0.9972,3.13,0.54,9.6,3.309265944645006,0.40816326530612246,3.4504792332268375,5
0.43,0.58,0.07,1.0004,3.06,0.49,9.0,1.8992403038784487,0.375,4.3464052287581705,5
0.45,0.23,0.094,0.9962,3.21,0.49,10.2,2.20839188917888,0.5517241379310345,2.4922118380062304,6
0.46,0.31,0.078,0.998,3.33,0.54,9.8,2.2545090180360723,0.5517241379310345,2.5525525525525525,5
0.78,0.23,0.059,0.997,3.37,0.56,11.3,2.6078234704112337,0.3333333333333333,2.403560830860534,5
0.98,0.32,0.078,0.998,3.25,0.48,9.4,2.3046092184368736,0.23026315789473684,3.0153846153846158,5
0.65,0.18,0.07,0.997,3.44,0.6,9.1,1.8054162487462388,0.325,2.063953488372093,5
0.64,0.23,0.095,0.9998,3.28,0.59,9.7,3.100620124024805,0.34210526315789475,2.774390243902439,5
0.66,0.04,0.039,0.9962,3.4,0.47,9.4,1.6061031921300946,0.4444444444444444,2.264705882352941,5
0.38,0.48,0.157,0.9976,3.3,1.05,9.4,1.8043303929430634,0.29411764705882354,2.4545454545454546,5
1.185,0.0,0.097,0.9966,3.63,0.54,10.7,4.26449929761188,0.35714285714285715,2.038567493112948,3
0.92,0.24,0.087,0.9998,3.48,0.54,9.8,2.6005201040208044,0.12903225806451613,2.64367816091954,5
0.49,0.51,0.422,0.9979,3.03,1.17,9.0,2.004208838560978,0.25806451612903225,2.8382838283828384,5
0.48,0.32,0.084,0.9984,3.32,0.62,9.4,2.8044871794871793,0.1721311475409836,2.710843373493976,5
0.47,0.31,0.084,0.9984,3.31,0.61,9.4,2.7043269230769234,0.192,2.719033232628399,5
0.47,0.02,0.034,0.9921,3.9,0.62,12.8,1.310351779054531,0.4090909090909091,1.3076923076923077,6
0.65,0.02,0.066,0.9972,3.47,0.67,9.5,2.10589651022864,0.32,2.0172910662824206,6
0.615,0.28,0.087,1.0001,3.31,0.53,9.7,3.1996800319968006,0.25,2.8398791540785497,5
0.38,0.55,0.071,0.9986,3.11,0.62,10.8,2.1029441217704785,0.2631578947368421,3.794212218649518,6
1.02,0.43,0.076,0.9984,3.08,0.57,10.1,2.904647435897436,0.29545454545454547,3.4415584415584415,6
0.64,0.02,0.067,0.997,3.47,0.67,9.4,2.106318956870612,0.391304347826087,2.0172910662824206,6
0.38,0.48,0.073,0.9972,3.32,0.7,9.6,2.6073004412354592,0.2619047619047619,2.2590361445783134,4
0.765,0.04,0.078,0.998,3.29,0.54,9.7,1.6032064128256514,0.2857142857142857,2.7659574468085104,4
1.035,0.15,0.073,0.999,3.37,0.49,9.9,6.006006006006006,0.2037037037037037,2.492581602373887,5
0.78,0.08,0.093,0.9956,3.4,0.47,10.0,2.008838891120932,0.5263157894736842,2.058823529411765,5
0.49,0.19,0.077,0.9966,3.37,0.51,10.5,3.0102347983142685,0.43243243243243246,2.1958456973293767,5
0.545,0.12,0.068,0.996,3.34,0.61,11.6,2.5100401606425704,0.3142857142857143,2.3353293413173652,6
0.31,0.47,0.062,0.9983,3.27,0.66,10.0,1.6027246318741863,0.3939393939393939,2.966360856269113,6
1.025,0.43,0.08,0.9985,3.06,0.57,10.1,2.804206309464196,0.25,3.464052287581699,5
0.565,0.34,0.093,0.9998,3.38,0.61,9.5,3.000600120024005,0.14285714285714285,2.6331360946745566,5
0.69,0.0,0.084,0.9992,3.36,0.45,9.4,3.202562049639712,0.3939393939393939,2.589285714285714,5
0.43,0.36,0.075,0.9976,3.34,0.46,9.4,2.3055332798716917,0.20833333333333334,2.3952095808383236,5
0.74,0.28,0.078,0.998,3.28,0.51,9.8,2.6052104208416833,0.2727272727272727,3.0182926829268295,5
0.49,0.18,0.069,0.9967,3.29,0.48,9.2,2.7089395003511587,0.38235294117647056,2.188449848024316,6
0.46,0.11,0.079,0.9968,3.21,0.57,10.0,2.6083467094703052,0.24489795918367346,2.367601246105919,5
0.56,0.04,0.082,0.9976,3.22,0.44,9.6,2.0048115477145148,0.45454545454545453,2.608695652173913,5
0.66,0.0,0.086,0.9976,3.46,0.54,9.5,3.9093825180433037,0.37777777777777777,2.052023121387283,5
0.48,0.24,0.094,0.9982,3.1,0.53,9.2,2.855139250651172,0.330188679245283,2.870967741935484,5
0.42,0.08,0.084,0.9968,3.21,0.59,10.0,2.7086677367576244,0.3125,2.367601246105919,5
0.31,0.3,0.053,0.9965,2.94,1.62,9.5,2.207727044656297,0.28346456692913385,2.4149659863945576,5
1.115,0.1,0.086,0.9958,3.54,0.6,11.2,3.113074914641494,0.4166666666666667,2.1186440677966103,4
0.66,0.17,0.077,0.9976,3.29,0.55,10.4,3.007217321571772,0.38461538461538464,2.735562310030395,5
0.72,0.09,0.084,0.9994,3.43,0.72,11.1,2.801681008605163,0.3673469387755102,2.3615160349854225,6
0.57,0.02,0.067,0.997,3.46,0.68,9.5,1.8054162487462388,0.36363636363636365,1.8497109826589597,5
0.865,0.03,0.071,0.995,3.61,0.49,12.7,3.2160804020100504,0.46551724137931033,1.772853185595568,6
0.55,0.66,0.387,0.9982,3.17,0.67,9.6,2.304147465437788,0.32432432432432434,2.996845425867508,5
0.875,0.13,0.088,0.9994,3.44,0.52,11.5,3.4520712427456477,0.2857142857142857,2.5872093023255816,5
0.835,0.03,0.092,0.9966,3.39,0.47,9.6,2.107164358819988,0.5263157894736842,2.1533923303834808,5
0.45,0.34,0.082,0.998,3.55,0.6,9.5,2.705410821643287,0.2222222222222222,1.971830985915493,5
0.56,0.2,0.075,0.9987,3.48,0.62,9.3,2.0026033843997197,0.23076923076923078,2.21264367816092,5
0.965,0.1,0.112,0.9963,3.26,0.5,9.5,2.1077988557663354,0.5,2.361963190184049,5
0.59,0.0,0.093,1.0002,3.5,0.65,9.3,2.499500099980004,0.3275862068965517,2.3428571428571425,6
0.46,0.23,0.092,0.9983,3.1,0.56,9.2,2.8047681057798255,0.2692307692307692,2.903225806451613,5
0.69,0.0,0.088,0.999,3.35,0.6,9.3,2.4024024024024024,0.5,2.6865671641791042,5
0.76,0.29,0.075,0.9965,3.45,0.68,11.5,4.214751630707476,0.75,2.4057971014492754,6
0.53,0.24,0.078,0.99788,3.21,0.57,9.5,2.6055237102657633,0.2014388489208633,2.866043613707165,5
0.615,0.0,0.065,0.9972,3.46,0.65,9.2,1.9053349378259126,0.5,1.8786127167630058,5
0.41,0.58,0.096,1.00024,3.13,0.53,10.0,2.7993281612413017,0.24752475247524752,3.7060702875399363,5
0.39,0.54,0.095,1.0001,3.13,0.51,9.5,2.6997300269973006,0.2079207920792079,3.5463258785942493,5
0.51,0.18,0.07,0.99768,3.52,0.73,9.5,2.1048833293240317,0.42857142857142855,2.0738636363636362,6
0.34,0.38,0.08,0.9978,3.3,0.47,9.0,2.5055121266786933,0.21052631578947367,2.484848484848485,6
0.33,0.4,0.083,0.99782,3.3,0.48,9.4,2.605680383235453,0.23529411764705882,2.606060606060606,5
0.5,0.18,0.071,0.99761,3.52,0.72,9.6,2.105031024147713,0.3870967741935484,2.0454545454545454,6
0.65,0.1,0.089,0.99803,3.29,0.55,9.5,2.905724276825346,0.425,2.522796352583587,5
0.54,0.13,0.097,0.99785,3.39,0.61,9.4,2.5053865811494713,0.36363636363636365,2.2418879056047194,5
0.48,0.68,0.415,0.99656,3.09,1.06,9.1,1.7058681865617724,0.4375,2.5242718446601944,6
0.91,0.07,0.058,0.99525,3.51,0.43,10.7,1.909068073348405,0.46808510638297873,2.2222222222222223,6
0.98,0.01,0.057,0.99488,3.6,0.46,11.2,2.0102926986169187,0.45454545454545453,1.75,6
0.87,0.0,0.084,0.99656,3.25,0.5,9.8,2.207594123785823,0.3225806451612903,2.4923076923076923,5
0.42,0.21,0.092,0.99823,3.19,0.52,9.2,2.504432846137664,0.375,2.7586206896551726,5
0.58,0.25,0.075,0.99779,3.23,0.57,9.7,2.8062017057697513,0.08653846153846154,2.7863777089783284,5
0.655,0.26,0.096,0.99738,3.25,0.42,9.6,2.0052537648639435,0.14285714285714285,2.8615384615384616,5
0.7,0.0,0.069,0.99701,3.31,0.53,10.0,1.705098243748809,0.42105263157894735,2.6586102719033233,6
0.68,0.11,0.093,0.99888,3.31,0.55,9.5,2.803139516258209,0.25,2.7492447129909365,6
0.67,0.1,0.091,0.99888,3.31,0.54,9.5,3.00336376741951,0.25,2.7794561933534743,6
0.59,0.18,0.089,0.99738,3.14,0.54,9.4,2.907617959052718,0.16216216216216217,2.802547770700637,5
0.6,0.32,0.103,0.99938,3.45,0.62,9.5,2.701675038523885,0.1326530612244898,2.1739130434782608,5
0.59,0.02,0.082,0.99744,3.55,0.53,9.7,2.3059031119666344,0.2553191489361702,2.0,6
0.72,0.01,0.076,0.99668,3.39,0.54,9.6,1.9063290123209053,0.21875,2.330383480825959,5
0.685,0.26,0.082,0.9978,3.28,0.55,9.4,2.4052916416115453,0.16083916083916083,2.8658536585365857,5
0.57,0.27,0.082,0.99782,3.27,0.55,9.4,2.305024954400593,0.1597222222222222,2.90519877675841,5
0.4,0.29,0.157,0.9973,3.3,0.92,9.5,1.8048731575253185,0.022727272727272728,2.393939393939394,6
0.4,0.3,0.157,0.99727,3.31,0.91,9.5,1.8049274519438065,0.044444444444444446,2.3867069486404833,6
1.0,0.0,0.102,0.99586,3.43,0.46,10.0,3.0124716325587935,0.4375,2.0991253644314867,5
0.765,0.18,0.243,0.99612,3.4,0.6,10.3,2.409348271292615,0.11458333333333333,2.0294117647058827,6
0.635,0.17,0.241,0.9961,3.4,0.59,10.3,2.4093966469229997,0.3333333333333333,2.0294117647058827,6
0.43,0.3,0.079,0.99788,3.36,0.61,10.5,3.40722331342446,0.20588235294117646,2.4702380952380953,5
0.52,0.03,0.076,0.99745,3.5,0.6,9.8,2.606646949721791,0.22826086956521738,2.0285714285714285,5
0.57,0.0,0.19,0.99676,3.31,0.6,9.4,2.0065010634455636,0.26666666666666666,2.1148036253776437,6
0.46,0.14,0.114,0.99732,3.66,0.65,9.8,2.406449284081338,0.24324324324324326,1.7759562841530054,5
0.82,0.05,0.081,0.99814,3.36,0.53,10.0,2.404472318512433,0.2708333333333333,2.678571428571429,5
0.59,0.01,0.077,0.99746,3.55,0.59,9.8,2.5063661700719826,0.23529411764705882,2.0,5
0.35,0.41,0.083,0.9982,3.21,0.5,9.5,2.304147465437788,0.18032786885245902,3.0841121495327104,5
0.56,0.24,0.079,0.9991,3.18,0.56,10.1,2.201981783605245,0.3275862068965517,3.144654088050314,6
0.63,0.17,0.099,0.998,3.09,0.52,9.3,2.905811623246493,0.17647058823529413,2.7831715210355985,5
0.37,0.43,0.082,0.99708,3.33,0.68,9.7,2.607614233562001,0.21951219512195122,2.2222222222222223,6
0.64,0.17,0.084,0.99818,3.23,0.54,9.6,2.9052876234747242,0.19230769230769232,2.7244582043343657,5
0.61,0.02,0.081,0.99745,3.48,0.6,9.7,2.5063912978094143,0.19540229885057472,2.0402298850574714,6
0.6,0.0,0.055,0.99639,3.38,0.56,10.8,2.609420006222463,0.5384615384615384,2.27810650887574,5
0.27,0.54,0.065,0.99531,3.17,0.53,12.5,2.3108378294199796,0.2692307692307692,3.186119873817035,6
0.89,0.3,0.132,0.99786,2.99,1.18,10.2,2.6055759324955408,0.11666666666666667,3.612040133779264,5
0.46,0.31,0.126,0.99746,3.1,0.74,9.6,2.5063661700719826,0.375,2.8064516129032255,5
0.37,0.44,0.038,0.99526,3.24,0.81,10.8,1.607620119365794,0.5,2.8703703703703702,7
0.5,0.34,0.082,0.9987,3.29,0.52,10.7,3.604686091919495,0.35714285714285715,2.857142857142857,6
0.61,0.08,0.082,0.99641,3.25,0.51,9.4,4.0144117381399225,0.24074074074074073,2.2153846153846155,5
0.55,0.09,0.068,0.99735,3.23,0.44,10.0,3.308768235824936,0.47058823529411764,2.6625386996904026,5
0.585,0.0,0.044,0.99264,3.56,0.94,12.9,1.7126047711154093,0.16279069767441862,1.4325842696629212,7
0.56,0.08,0.114,0.9971,3.24,0.66,9.6,2.5072710861498346,0.30434782608695654,2.376543209876543,6
0.52,0.22,0.084,0.99682,3.26,0.57,9.9,2.708613390582051,0.2222222222222222,2.5766871165644174,6
0.28,0.4,0.052,0.99356,3.33,0.7,12.8,2.415556181810862,0.4,2.462462462462462,7
0.25,0.39,0.041,0.99386,3.27,0.71,12.5,2.012355865011169,0.4,2.5688073394495414,7
0.53,0.12,0.165,0.99702,3.26,0.86,9.2,1.9056789231911093,0.3333333333333333,2.2699386503067487,5
0.48,0.31,0.07,0.99693,3.22,0.55,10.3,2.808622470985927,0.26666666666666666,2.3602484472049685,6
0.49,0.1,0.068,0.99562,3.3,0.47,10.5,2.611438098873064,0.2857142857142857,2.2121212121212124,5
0.5,0.55,0.072,1.00012,3.09,0.68,10.9,2.7996640403151623,0.2916666666666667,4.174757281553398,6
0.45,0.33,0.099,0.99818,3.24,0.71,10.8,2.5045582960989,0.5263157894736842,3.3333333333333335,5
0.39,0.24,0.102,0.99462,3.44,0.58,11.4,2.1113591120226824,0.5714285714285714,2.005813953488372,4
0.41,0.54,0.103,0.99939,3.21,0.76,11.3,2.8017090425159346,0.4634146341463415,3.925233644859813,6
0.51,0.19,0.081,0.9984,3.23,0.58,10.5,3.2051282051282053,0.26666666666666666,3.03405572755418,6
0.29,0.42,0.084,0.99545,3.28,0.73,11.9,1.607313275403084,0.7037037037037037,3.2926829268292686,6
0.715,0.0,0.071,0.99632,3.29,0.45,9.4,2.358679942187249,0.44680851063829785,2.1580547112462005,5
0.66,0.15,0.097,0.99976,3.28,0.54,9.6,3.2007681843642475,0.15254237288135594,2.774390243902439,5
0.685,0.0,0.099,0.99606,3.34,0.6,9.7,1.9075156115093468,0.4090909090909091,2.0958083832335332,5
0.42,0.0,0.048,0.99154,3.71,0.74,14.0,2.117917582750066,0.38095238095238093,1.3207547169811322,7
0.54,0.13,0.076,0.9973,3.61,0.64,9.8,2.005414619472576,0.4166666666666667,1.8559556786703602,5
0.48,0.28,0.068,0.99682,3.24,0.53,10.3,2.8089324050480524,0.375,2.191358024691358,5
0.46,0.14,0.076,0.99624,3.36,0.49,10.7,2.810567734682406,0.40540540540540543,2.113095238095238,5
0.27,0.34,0.05,0.9951,3.4,0.64,11.0,2.311325494925133,0.5,2.2058823529411766,7
0.57,0.09,0.065,0.99417,3.46,0.74,12.7,2.3134876328998057,0.7555555555555555,2.254335260115607,8
0.61,0.08,0.071,0.99376,3.56,0.77,11.1,2.11318628240219,0.6666666666666666,1.657303370786517,6
0.685,0.07,0.058,0.99632,3.38,0.55,10.9,2.509233981050265,0.5555555555555556,2.2189349112426036,4
0.44,0.42,0.145,0.99832,3.38,0.86,9.9,1.502524240724417,0.7083333333333334,3.076923076923077,3
0.47,0.44,0.147,0.99836,3.38,0.86,9.9,1.6026283104291037,0.7058823529411765,3.4319526627218937,4
0.685,0.26,0.088,0.99694,3.32,0.47,9.4,1.6049110277448995,0.6956521739130435,2.6506024096385548,5
0.665,0.1,0.066,0.99655,3.39,0.51,9.3,1.5051929155586774,0.4909090909090909,2.2418879056047194,5
0.28,0.28,0.012,0.99064,3.26,0.39,11.7,2.4226762496971657,0.36,2.0552147239263805,7
0.31,0.35,0.075,0.99672,3.24,0.83,11.2,1.6052652700858816,0.32142857142857145,3.1172839506172836,7
0.5,0.04,0.092,0.99647,3.46,0.47,10.0,2.2077935110941627,0.5,1.7341040462427746,5
0.42,0.47,0.085,0.99736,3.24,0.77,12.1,2.6570145183283866,0.2647058823529412,3.4259259259259256,7
0.66,0.0,0.115,0.99629,3.45,0.63,10.3,3.0111714460649006,0.6774193548387096,1.9130434782608694,5
0.5,0.45,0.119,0.99708,3.23,0.72,10.9,2.607614233562001,0.5,3.2817337461300307,6
0.685,0.35,0.088,0.9963,3.28,0.62,9.4,2.007427481682224,0.09782608695652174,2.1646341463414633,5
0.25,0.46,0.062,0.9959,3.18,0.83,10.6,1.7069986946480569,0.6190476190476191,3.1132075471698113,6
0.64,0.21,0.081,0.99689,3.59,0.66,9.8,1.8056154640933302,0.45161290322580644,1.7827298050139277,5
0.68,0.16,0.078,0.9977,3.5,0.7,9.9,1.8041495439510875,0.3076923076923077,2.1142857142857143,6
0.63,0.21,0.08,0.99689,3.58,0.66,9.8,1.6049915236385157,0.375,1.787709497206704,5
0.43,0.44,0.085,0.99708,3.28,0.55,9.5,1.9055642476030008,0.4090909090909091,2.835365853658537,5
0.42,0.32,0.08,0.99801,3.22,1.07,9.7,2.5049849199907817,0.21311475409836064,2.484472049689441,5
0.36,0.39,0.08,0.99652,3.47,0.73,10.9,1.505238229037049,0.7454545454545455,2.680115273775216,6
0.735,0.02,0.071,0.99538,3.51,0.71,11.7,2.511603608672065,0.7142857142857143,2.1652421652421654,7
0.26,0.34,0.073,0.99594,3.4,0.78,11.3,2.5101913769905817,0.3404255319148936,2.411764705882353,7
0.28,0.47,0.054,0.99686,3.15,0.67,10.6,1.7053548141163253,0.53125,3.714285714285714,7
0.56,0.22,0.074,0.99438,3.4,0.82,11.2,1.8101731732335726,0.625,2.0,6
0.62,0.06,0.077,0.99746,3.51,0.54,9.5,2.7068754636777417,0.17647058823529413,2.0512820512820515,5
1.01,0.66,0.039,0.99357,3.66,0.6,11.5,2.0129432249363406,0.17045454545454544,1.5846994535519126,6
0.42,0.32,0.067,0.99628,3.24,0.44,10.4,2.7100815031918737,0.28,2.314814814814815,5
0.62,0.06,0.078,0.99746,3.51,0.53,9.7,2.5063661700719826,0.20238095238095238,2.0512820512820515,5
0.635,0.07,0.077,0.99748,3.51,0.54,9.7,2.6065685527529374,0.18604651162790697,2.0512820512820515,5
0.49,0.22,0.071,0.99438,3.41,0.83,11.3,2.3129990546873427,0.5416666666666666,1.9941348973607036,6
